mainid,datasourceid,locationid,taxonname,lon,lat,reference,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
195,12,76,Castor canadensis,120,48,"Ontario Trappers Association, Ontario",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
196,12,77,Castor canadensis,80,38,"Ontario Trappers Association, Ontario",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
197,12,78,Castor canadensis,90,44,"Ontario Trappers Association, Ontario",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
198,12,79,Castor canadensis,108,43,"Ontario Trappers Association, Ontario",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
199,12,81,Castor canadensis,95,40,"Ontario Trappers Association, Ontario",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
200,12,82,Castor canadensis,100,45,"Ontario Trappers Association, Ontario",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
201,12,20,Lynx rufus,125,55,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
202,12,22,Lynx rufus,67,47,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
203,12,25,Lynx rufus,63,45,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
204,12,28,Lynx rufus,73,52,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
205,12,29,Lynx rufus,104,55,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
206,12,80,Lynx rufus,98,60,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
207,12,34,Lynx rufus,98,34,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
208,12,35,Lynx rufus,119,37,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
209,12,36,Lynx rufus,116,38,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
210,12,37,Lynx rufus,73,42,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
211,12,39,Lynx rufus,82,30,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
212,12,41,Lynx rufus,114,44,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
213,12,45,Lynx rufus,97,39,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
214,12,46,Lynx rufus,85,38,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
215,12,47,Lynx rufus,97,31,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
216,12,48,Lynx rufus,69,45,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
217,12,50,Lynx rufus,73,42,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
218,12,51,Lynx rufus,85,44,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
219,12,52,Lynx rufus,95,46,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
220,12,53,Lynx rufus,90,33,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
221,12,54,Lynx rufus,98,38,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
222,12,55,Lynx rufus,110,47,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
223,12,56,Lynx rufus,110,42,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
224,12,57,Lynx rufus,113,39,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
225,12,58,Lynx rufus,72,44,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
226,12,60,Lynx rufus,114,34,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
227,12,62,Lynx rufus,79,36,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
228,12,63,Lynx rufus,100,47,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
229,12,65,Lynx rufus,97,36,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
230,12,66,Lynx rufus,120,44,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
231,12,67,Lynx rufus,78,41,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
232,12,69,Lynx rufus,81,34,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
233,12,70,Lynx rufus,100,44,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
234,12,71,Lynx rufus,86,36,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
235,12,72,Lynx rufus,99,32,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
236,12,75,Lynx rufus,78,38,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
237,12,76,Lynx rufus,120,48,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
238,12,77,Lynx rufus,80,38,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
239,12,78,Lynx rufus,90,44,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
240,12,79,Lynx rufus,108,43,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
241,12,81,Lynx rufus,95,40,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
242,12,82,Lynx rufus,100,45,"Ontario Trappers Association, Ontario",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
243,12,19,Canis latrans,115,55,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
244,12,20,Canis latrans,125,55,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
245,12,21,Canis latrans,98,55,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
246,12,24,Canis latrans,100,67,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
247,12,26,Canis latrans,88,52,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
248,12,29,Canis latrans,104,55,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
249,12,30,Canis latrans,155,65,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
250,12,80,Canis latrans,98,60,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
251,12,32,Canis latrans,155,65,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
252,12,34,Canis latrans,98,34,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
253,12,35,Canis latrans,119,37,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
254,12,36,Canis latrans,116,38,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
255,12,41,Canis latrans,114,44,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
256,12,43,Canis latrans,86,40,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
257,12,44,Canis latrans,94,42,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
258,12,45,Canis latrans,97,39,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
259,12,47,Canis latrans,97,31,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
260,12,48,Canis latrans,69,45,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
261,12,51,Canis latrans,85,44,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
262,12,52,Canis latrans,95,46,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
263,12,54,Canis latrans,98,38,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
264,12,55,Canis latrans,110,47,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
265,12,56,Canis latrans,110,42,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
266,12,57,Canis latrans,113,39,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
267,12,58,Canis latrans,72,44,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
268,12,59,Canis latrans,74,41,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
269,12,63,Canis latrans,100,47,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
270,12,65,Canis latrans,97,36,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
271,12,66,Canis latrans,120,44,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
272,12,70,Canis latrans,100,44,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
273,12,72,Canis latrans,99,32,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
274,12,76,Canis latrans,120,48,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
275,12,78,Canis latrans,90,44,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
276,12,79,Canis latrans,108,43,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
277,12,81,Canis latrans,95,40,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
278,12,82,Canis latrans,100,45,"Ontario Trappers Association, Ontario",247331,Canis latrans,9614,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
279,12,19,Martes pennanti,115,55,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
280,12,20,Martes pennanti,125,55,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
281,12,21,Martes pennanti,98,55,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
282,12,22,Martes pennanti,67,47,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
283,12,24,Martes pennanti,100,67,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
284,12,26,Martes pennanti,88,52,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
285,12,28,Martes pennanti,73,52,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
286,12,29,Martes pennanti,104,55,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
287,12,30,Martes pennanti,155,65,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
288,12,80,Martes pennanti,98,60,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
289,12,48,Martes pennanti,69,45,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
290,12,58,Martes pennanti,72,44,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
291,12,61,Martes pennanti,73,41,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
292,12,81,Martes pennanti,95,40,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
293,12,82,Martes pennanti,100,45,"Ontario Trappers Association, Ontario",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
306,12,19,Alopex lagopus,115,55,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
307,12,20,Alopex lagopus,125,55,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
308,12,21,Alopex lagopus,98,55,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
309,12,23,Alopex lagopus,53,48,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
310,12,24,Alopex lagopus,100,67,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
311,12,26,Alopex lagopus,88,52,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
312,12,28,Alopex lagopus,73,52,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
313,12,29,Alopex lagopus,104,55,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
314,12,30,Alopex lagopus,155,65,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
315,12,80,Alopex lagopus,98,60,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
316,12,32,Alopex lagopus,155,65,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
317,12,82,Alopex lagopus,100,45,"Ontario Trappers Association, Ontario",775766,Vulpes lagopus,494514,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
318,12,34,Urocyon cinereoargenteus,98,34,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
319,12,35,Urocyon cinereoargenteus,119,37,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
320,12,40,Urocyon cinereoargenteus,83,33,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
321,12,43,Urocyon cinereoargenteus,86,40,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
322,12,44,Urocyon cinereoargenteus,94,42,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
323,12,45,Urocyon cinereoargenteus,97,39,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
324,12,46,Urocyon cinereoargenteus,85,38,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
325,12,47,Urocyon cinereoargenteus,97,31,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
326,12,49,Urocyon cinereoargenteus,76,39,"Ontario Trappers Association, Ontario",685113,Urocyon cinereoargenteus,55040,Urocyon,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
